#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"Name","Group","Action","Enabled","Profile"
"{24DF3FD0-7380-4D0C-BDEA-E4E71B71CCE0}",,"Allow","True","Public"
"{F14E75C4-3EFC-462E-AD4C-9B27A8F6AAD9}",,"Allow","True","Public"
"{0FAE97E2-817A-4A00-9C27-8C6E5C5C8959}",,"Allow","True","Public"
"{15F32C6A-050D-4134-B34B-D2A395CF2F7D}",,"Allow","True","Public"
"{87EA0B7D-3263-4DF2-9E64-1C51E69B2C3F}",,"Allow","True","Public"
"{CF0A7D94-F48D-456B-B62D-CD1C0A7CD614}",,"Allow","True","Public"
"{5B9B8C12-5928-4B0B-BD1D-79EE54CCDBC6}",,"Allow","True","Public"
"{48F13693-4CA1-4C87-AFE4-DA7187AC2271}",,"Allow","True","Public"
"{80063DB1-AAA2-4EEE-AFD3-B65822832EE5}",,"Allow","True","Public"
"{1514BD0E-E6C8-47A2-9F05-5B4EC3D46762}",,"Allow","True","Public"
"{7E951345-A86E-409D-A638-DA934954ABEC}",,"Allow","True","Any"
"UDP Query User{B8CED04B-AD81-4456-BF8E-3A87D3040A4C}C:\program files\autodesk\showcase 2017\bin\showcase.exe",,"Allow","True","Domain"
"TCP Query User{10740361-BB9C-4484-95C9-D6DFFF39BB49}C:\program files\autodesk\showcase 2017\bin\showcase.exe",,"Allow","True","Domain"
"{36AEB684-4EA0-4183-A3D3-321520E4B657}",,"Allow","True","Any"
"{242C5F1E-F1BF-4EDA-A1BD-5C60FF8A7C1F}",,"Allow","True","Any"
"{2B0E5F39-57FF-4FDD-8C13-1D8DBDB8EAE5}",,"Allow","True","Any"
"{E134FFB4-33CB-47CB-A145-78488DC0279F}",,"Allow","True","Any"
"{0FBB4356-8BCE-46CB-9226-099680C1B27F}",,"Allow","True","Any"
"{53EC648D-75FF-4E27-9B89-C3D68F7A2DDE}",,"Allow","True","Any"
"{7603B581-D761-4998-BA8F-C6C2D8E90AA4}",,"Allow","True","Any"
"{FEACDD39-FBFD-4C72-A50D-A6DDD898B2D2}",,"Allow","True","Any"
"UDP Query User{207BBA2E-8A32-4BAD-ABD6-E9E00C9CB833}C:\program files\ditto\ditto.exe",,"Allow","True","Public"
"TCP Query User{096B10AF-C27E-4350-87B8-918B036DA389}C:\program files\ditto\ditto.exe",,"Allow","True","Public"
"UDP Query User{CE30C9D0-2705-4BD6-B070-5396B6831E9F}C:\program files\ditto\ditto.exe",,"Allow","True","Domain"
"TCP Query User{484B005A-9696-4E0B-A86A-4869D7255225}C:\program files\ditto\ditto.exe",,"Allow","True","Domain"
"{4F2F3E27-51C7-45A6-9F18-975D9952DD50}","Twitter","Allow","True","Any"
"{B5F86815-8B03-44FD-82A0-855FFC10BB8E}","@{Microsoft.ZuneVideo_3.6.22511.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}","Allow","True","Domain, Private"
"{542BC8B2-C1AF-43F3-97E6-5A88BF48F117}","@{Microsoft.ZuneVideo_3.6.22511.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}","Allow","True","Any"
"{158D6EDD-0CCC-4C73-8785-A6F8FC82EADC}","@{Microsoft.ZuneMusic_3.6.23041.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneMusic/resources/IDS_MANIFEST_MUSIC_APP_NAME}","Allow","True","Domain, Private"
"{23FFBA33-C264-402F-9531-043B529067F8}","@{Microsoft.ZuneMusic_3.6.23041.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneMusic/resources/IDS_MANIFEST_MUSIC_APP_NAME}","Allow","True","Any"
"{95330B03-4F5B-4FD4-9D2C-6E21D166850E}","Xbox","Allow","True","Any"
"{0A5F39BF-D04C-48DF-90A6-2FC63828D35B}","Xbox","Allow","True","Any"
"{ACBA1D8E-D28F-470C-B8F2-9416464579ED}","@{Microsoft.WindowsPhone_10.1607.1991.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsPhone/Resources/AppStoreName}","Allow","True","Any"
"{85C52475-3B7B-4C3B-B87E-7159B2D27155}","@{microsoft.windowscommunicationsapps_17.6965.41051.0_x64__8wekyb3d8bbwe?ms-resource://microsoft.windowscommunicationsapps/hxcommintl/AppManifest_OutlookDesktop_DisplayName}","Allow","True","Any"
"{45DB3F88-530B-42AA-B197-E3B928906B24}","@{microsoft.windowscommunicationsapps_17.6965.41051.0_x64__8wekyb3d8bbwe?ms-resource://microsoft.windowscommunicationsapps/hxcommintl/AppManifest_OutlookDesktop_DisplayName}","Allow","True","Any"
"{BE739306-076E-4A59-87B8-2840E32F4BD2}","@{Microsoft.People_10.0.11902.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.People/Resources/AppStoreName}","Allow","True","Any"
"{6D6B0A8F-F6DA-4D56-83C4-A942A9AD84C2}","OneNote","Allow","True","Domain, Private"
"{6E998BB5-EC71-4E19-89E6-3F5577992E1C}","OneNote","Allow","True","Any"
"{A37E10E9-BA19-4C28-9343-65CE07CCFA17}","Microsoft Solitaire Collection","Allow","True","Domain, Private"
"{3B6C491C-1FBD-4F54-A052-84702B4726DA}","Microsoft Solitaire Collection","Allow","True","Any"
"{720B141A-7DCA-47DC-977F-4EC70CD3D6C0}","@{Microsoft.Getstarted_4.0.9.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Getstarted/Resources/AppStoreName}","Allow","True","Any"
"{67EADF0E-D9CB-4220-8B89-37A4075948C7}","@{Microsoft.BingSports_4.12.207.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingSports/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{2631EB44-AB34-4120-AA44-BED4ACAF631D}","@{Microsoft.BingSports_4.12.207.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingSports/Resources/ApplicationTitleWithBranding}","Allow","True","Any"
"{E544B2DB-985E-47EA-8E9A-B8373D6578A1}","@{Microsoft.3DBuilder_11.1.9.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.3DBuilder/resources/AppStoreName}","Allow","True","Any"
"UDP Query User{F3F236CD-08D0-4212-9209-2F2705178C85}C:\program files\ditto\ditto.exe",,"Allow","True","Private"
"TCP Query User{F6B4D040-11B7-4C62-A1FC-3E16B09E212F}C:\program files\ditto\ditto.exe",,"Allow","True","Private"
"{8B67F9D7-541B-4BB6-833C-94472D0C5E4E}",,"Allow","True","Private"
"{CD7A74BC-22B5-4D27-8BC2-CB77092165AD}",,"Allow","True","Private"
"UDP Query User{B82EF2DE-0D4F-4E1E-B40B-6344822D4915}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,"Allow","True","Private"
"TCP Query User{B45B2341-7906-42FE-80A7-51416B809C64}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,"Allow","True","Private"
"UDP Query User{5850359C-217C-49B0-A28E-5CCC61AAD132}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,"Allow","True","Domain, Public"
"TCP Query User{A2B55B39-7241-4C13-9C02-49B8CD3132FB}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,"Allow","True","Domain, Public"
"UDP Query User{A8F0A21B-7D34-4735-B183-0F17C6FB44C7}C:\program files\dell sonicwall\global vpn client\swgvc.exe",,"Allow","True","Domain"
"TCP Query User{98684875-F3D5-4B07-99B5-5D11CA4E3373}C:\program files\dell sonicwall\global vpn client\swgvc.exe",,"Allow","True","Domain"
"UDP Query User{1FCEB570-EF78-427A-9278-0FB1EACD7061}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"Allow","True","Private"
"TCP Query User{F8830F07-39BB-4EF5-B5EF-22E479A044A7}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"Allow","True","Private"
"{E88B1184-0872-4BFB-8E4E-32FD619F0788}",,"Allow","True","Domain"
"{1BCB84B5-69F9-4814-BA63-22937EED06E3}",,"Allow","True","Domain"
"{6C879884-5ADC-4E26-9C90-8FDC4E89D855}",,"Allow","True","Domain"
"{03BBC038-76DE-4818-A33C-686F5F81C4A6}",,"Allow","True","Domain"
"{7107D50E-E973-49E1-9DFD-68F6D7F35BB1}",,"Allow","True","Domain"
"UDP Query User{41806FA9-EE2E-4A88-8A70-A6E4A6383F31}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"Allow","True","Public"
"TCP Query User{6AE15202-BFEC-4E37-8152-CB325B1DDF88}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"Allow","True","Public"
"{95614A7E-893D-4965-9754-376C2BB075D4}",,"Allow","True","Any"
"UDP Query User{7DAE0CBD-A559-4D72-B6A3-A2A28C2FF7CF}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"Allow","True","Domain"
"TCP Query User{837B876C-A30B-4DB4-8C9F-0D889E9B9430}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"Allow","True","Domain"
"{BC8BCFA1-044C-4DD1-AF1B-C532F32DCAD7}","@{Microsoft.BingNews_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingNews/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{DEE475AB-F73D-451F-8511-0B84F707326A}","@{Microsoft.BingNews_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingNews/Resources/ApplicationTitleWithBranding}","Allow","True","Any"
"{1AC324E0-BC32-4248-8634-1980E5714C5E}","@{Microsoft.ZuneMusic_3.6.22051.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneMusic/resources/IDS_MANIFEST_MUSIC_APP_NAME}","Allow","True","Domain, Private"
"{CD2B0C20-B596-499E-A524-D4395D1FB4B7}","@{Microsoft.ZuneMusic_3.6.22051.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneMusic/resources/IDS_MANIFEST_MUSIC_APP_NAME}","Allow","True","Any"
"{4BDC0EE7-6B60-42FE-9B4D-F7049BC79B72}","Xbox","Allow","True","Any"
"{C0F6187B-8073-434F-951B-7F7482A48C7C}","Xbox","Allow","True","Any"
"{BC3DB7DF-DFC8-4885-9A11-C0773870574D}","@{Microsoft.WindowsStore_11602.1.26.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}","Allow","True","Any"
"{AFE19E11-071A-4F64-9B5E-C96143295F9B}","@{Microsoft.WindowsStore_11602.1.26.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}","Allow","True","Any"
"{57BE6AD6-A4C7-4ED5-9C1D-B7C59903516C}","@{Microsoft.Windows.Photos_16.526.11220.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Windows.Photos/Resources/AppStoreName}","Allow","True","Any"
"{EE8F2574-3815-424C-98A3-80C63B560D9D}","@{Microsoft.Windows.Photos_16.526.11220.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Windows.Photos/Resources/AppStoreName}","Allow","True","Any"
"{259FB0D4-4FB9-4470-A71A-BC0ABD4F83DC}","@{Microsoft.Getstarted_3.11.1.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Getstarted/Resources/AppStoreName}","Allow","True","Any"
"{333113AC-529E-4BB3-9575-D514113ED50A}","@{Microsoft.BingWeather_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{54F6C989-B4B4-4638-AEEE-5CDD5E81153E}","@{Microsoft.BingWeather_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}","Allow","True","Any"
"{8BC6B9E3-AE75-44A2-99EC-DE14EAA9967B}","@{microsoft.windowscommunicationsapps_17.6965.40901.0_x64__8wekyb3d8bbwe?ms-resource://microsoft.windowscommunicationsapps/hxcommintl/AppManifest_OutlookDesktop_DisplayName}","Allow","True","Any"
"{05802EFF-2E99-4620-AF15-423CDD1EC083}","@{microsoft.windowscommunicationsapps_17.6965.40901.0_x64__8wekyb3d8bbwe?ms-resource://microsoft.windowscommunicationsapps/hxcommintl/AppManifest_OutlookDesktop_DisplayName}","Allow","True","Any"
"{F531EC85-36A6-4CEC-A121-4A1FBB6B0238}","@{Microsoft.BingFinance_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingFinance/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{DEB7E4C5-327D-4502-B69E-36558C129B7B}","@{Microsoft.BingFinance_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingFinance/Resources/ApplicationTitleWithBranding}","Allow","True","Any"
"{45A123DB-E825-4859-B1C2-F767C63F10C1}","@{Windows.PurchaseDialog_6.2.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.PurchaseDialog/resources/DisplayName}","Allow","True","Any"
"{557A47D3-1AB3-4CB4-A28B-DCAD8B2FC518}","@{Windows.ContactSupport_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.ContactSupport/Resources/appDisplayName}","Allow","True","Any"
"{F47D30F4-74EA-4E91-BF9A-6C37B2CA3012}","@{Windows.ContactSupport_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.ContactSupport/Resources/appDisplayName}","Allow","True","Any"
"{68C2F815-5C49-4CF8-BE0E-B68224C65AB7}","@{Microsoft.XboxIdentityProvider_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxIdentityProvider/Resources/PkgDisplayName}","Allow","True","Any"
"{A2ED9722-5B67-44E8-8038-94D647C70010}","@{Microsoft.XboxGameCallableUI_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxGameCallableUI/resources/PkgDisplayName}","Allow","True","Any"
"{C09C7361-E9FC-41FD-9BCD-B904C11E4952}","@{Microsoft.WindowsFeedback_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.WindowsFeedback/FeedbackApp.Resources/AppName/Text}","Allow","True","Any"
"{C079918E-FF36-4D63-A577-8F26FBA7C819}","@{Microsoft.Windows.ParentalControls_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ParentalControls/resources/DisplayName}","Allow","True","Any"
"{6389EBF5-7D1B-4247-B9DF-2714A2F58687}","@{Microsoft.Windows.FeatureOnDemand.InsiderHub_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.FeatureOnDemand.InsiderHub/Resources/AppStoreName}","Allow","True","Domain, Private"
"{A302DC7C-0CAD-4523-BCB1-FD33312A1B81}","@{Microsoft.Windows.FeatureOnDemand.InsiderHub_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.FeatureOnDemand.InsiderHub/Resources/AppStoreName}","Allow","True","Any"
"{12D4DF7B-3F17-48C6-B7EC-297FED4B804F}","@{Microsoft.Windows.ContentDeliveryManager_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName}","Allow","True","Any"
"{06AE2530-CEDF-4916-936E-B408071A0EA1}","@{Microsoft.MicrosoftEdge_25.10586.0.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftEdge/Resources/AppName}","Allow","True","Domain, Private"
"{F5CF441E-A299-44F7-A090-A35092EA6F59}","@{Microsoft.MicrosoftEdge_25.10586.0.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftEdge/Resources/AppName}","Allow","True","Any"
"{EBCB4466-A09E-41DE-B936-3FF585432569}","@{Microsoft.LockApp_10.0.10586.0_neutral__cw5n1h2txyewy?ms-resource://Microsoft.LockApp/resources/AppDisplayName}","Allow","True","Any"
"{85DFE30A-9F17-4A4E-9CAF-3B7BB117D2BB}","@{Microsoft.AccountsControl_10.0.10586.0_neutral__cw5n1h2txyewy?ms-resource://Microsoft.AccountsControl/Resources/DisplayName}","Allow","True","Any"
"{D90E68C7-DDDA-4AB7-ACEB-30A95EA74744}","@{Microsoft.Windows.Cortana_1.6.1.52_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Cortana/resources/DisplayName}","Allow","True","Any"
"{269F6D57-EACB-4F71-A2E3-F2217D42C68B}","@{Microsoft.Windows.Cortana_1.6.1.52_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Cortana/resources/DisplayName}","Allow","True","Any"
"{272C7F29-086F-4E25-9867-39E63B6D40D4}","@{Microsoft.Windows.CloudExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}","Allow","True","Domain, Private"
"{7E6F5015-197A-4875-AEEC-DE0F956DA8CA}","@{Microsoft.Windows.CloudExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}","Allow","True","Any"
"{AEF87C04-420F-4C2E-898B-E6844765295A}","@{Microsoft.AAD.BrokerPlugin_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}","Allow","True","Domain, Private"
"{E8B89200-8546-4334-8C87-A8F6603843A6}","@{Microsoft.AAD.BrokerPlugin_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}","Allow","True","Any"
"UDP Query User{15B8591E-824E-4F69-938C-E54CF5B17E5D}C:\users\admin\appdata\local\akamai\netsession_win.exe",,"Allow","True","Public"
"TCP Query User{7F0C275B-23FD-4BFA-B618-D9A3A41D1B33}C:\users\admin\appdata\local\akamai\netsession_win.exe",,"Allow","True","Public"
"{695B688A-619C-44FF-B1C8-C96EFCBB3231}","Sway","Allow","True","Any"
"{7D1071A4-2784-4F81-88E3-DAE795202D06}","Sway","Allow","True","Any"
"{2589CE4F-2154-4658-86B2-39A1402F9726}",,"Allow","True","Any"
"UDP Query User{57842636-87DD-494F-B231-65468BFD781C}C:\users\admin\appdata\local\akamai\netsession_win.exe",,"Allow","True","Private"
"TCP Query User{2FFFFCC2-3564-41F8-90AE-14CE05B1E900}C:\users\admin\appdata\local\akamai\netsession_win.exe",,"Allow","True","Private"
"{B6F3A191-6A4D-4348-ADF0-CD36ED62E9F8}",,"Allow","True","Any"
"{FA627E4D-4C51-4991-89D0-C9892E0D899F}",,"Allow","True","Any"
"{44792D76-3D4F-4866-ABA9-9826683296E9}",,"Allow","True","Any"
"{2E732330-B12F-4B26-AE80-A79B484E8488}",,"Allow","True","Public"
"{EB61760C-B143-4B1F-BCF4-B4B8D288FB01}",,"Allow","True","Public"
"{F0F7B2D5-60F8-4693-9AFB-1CC581174E0A}",,"Allow","True","Public"
"{CEA49E5C-73BD-47FF-89DD-C8C8717B3786}",,"Allow","True","Public"
"{5F4FC66B-4AE4-4D89-967D-B779B9219FC0}",,"Allow","True","Public"
"{5B065C50-0F94-4C32-8D26-49C8D29D9B1F}",,"Allow","True","Public"
"{83FDF8B2-3694-4779-A2F3-8D00C67A57C0}",,"Allow","True","Public"
"{F8D54FCC-BB50-4A2D-A3E3-D2FA345585B7}",,"Allow","True","Public"
"{059805BD-DAC3-410E-B432-3C2F26DFD99D}",,"Allow","True","Any"
"{BA6DD35F-52EB-4852-A7F7-D3981899646E}",,"Allow","True","Any"
"{9725DF73-0588-4885-9827-4D59BC68A55A}","@{Microsoft.WindowsMaps_5.1606.1670.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsMaps/Resources/AppStoreName}","Allow","True","Any"
"{85888DBA-CEBA-4BC6-972F-B66AEEEAA3C6}","@{Microsoft.MicrosoftOfficeHub_17.7031.23501.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftOfficeHub/officehubintl/AppManifest_GetOffice_DisplayName}","Allow","True","Any"
"{7CE4E148-54B4-4D33-B38E-F7654789257C}","@{Microsoft.MicrosoftOfficeHub_17.7031.23501.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftOfficeHub/officehubintl/AppManifest_GetOffice_DisplayName}","Allow","True","Any"
"{8BA9D60D-B477-4A57-B068-68C0662DB0E8}","@{Microsoft.BingWeather_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{9B655ED6-9F7A-448B-956F-C4613B5FC6DF}","@{Microsoft.BingWeather_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}","Allow","True","Any"
"{1BD52F4A-561E-43A5-BB84-DB5E7AED2C7F}","@{Microsoft.Windows.Photos_16.526.11220.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Windows.Photos/Resources/AppStoreName}","Allow","True","Any"
"{B1F5CA3B-1391-4EF8-9676-B52D15C9D874}","@{Microsoft.Windows.Photos_16.526.11220.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Windows.Photos/Resources/AppStoreName}","Allow","True","Any"
"{C328725A-1533-4FE1-95DF-45DE4C9E9FA2}","@{Microsoft.BingFinance_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingFinance/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{BEE4D87E-76D2-45CA-8B54-4F569E262B33}","@{Microsoft.BingFinance_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingFinance/Resources/ApplicationTitleWithBranding}","Allow","True","Any"
"{BE05F1A8-EECC-436B-8038-B48E4D32B910}","@{Microsoft.BingNews_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingNews/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{AF5188D2-13CB-4319-A87F-82AC4794DDB1}","@{Microsoft.BingNews_4.11.156.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingNews/Resources/ApplicationTitleWithBranding}","Allow","True","Any"
"{BE189105-701F-4A6C-A92A-90E7122CB2A8}","@{Microsoft.CommsPhone_2.17.27003.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.CommsPhone/Resources/AppStoreName}","Allow","True","Any"
"{C2D8068E-A216-4D53-B206-0A21846A5291}","@{Microsoft.CommsPhone_2.17.27003.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.CommsPhone/Resources/AppStoreName}","Allow","True","Any"
"{B0F721DD-EDE3-4C6F-89B6-8B548C4D86F1}","@{Microsoft.Messaging_2.15.20002.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.Messaging/Microsoft.Apps.Messaging.Skype/SkypeMessaging.Resources/Skype_AppStoreName}","Allow","True","Any"
"{1C0364CE-6E02-4E4C-A63B-75052B04BA3F}","@{Microsoft.Messaging_2.15.20002.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.Messaging/Microsoft.Apps.Messaging.Skype/SkypeMessaging.Resources/Skype_AppStoreName}","Allow","True","Any"
"{3A8A017C-10BC-408A-8664-F98F231B6FEE}",,"Allow","True","Private"
"{DE3AE9F1-8845-4F29-9973-85DEDACC8310}",,"Allow","True","Private"
"{AE173528-0F90-4C4F-86A9-9D1401E4B48D}",,"Allow","True","Any"
"{CFA4AC98-0C22-4B4E-B29E-671B85727F29}","@{Microsoft.WindowsStore_11602.1.26.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}","Allow","True","Any"
"{5B687F29-E97D-4DE2-AC15-65A847EEEA28}","@{Microsoft.WindowsStore_11602.1.26.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}","Allow","True","Any"
"{6FADCE5A-D463-4A99-9B84-F2E9D9AD0851}","@{Microsoft.ConnectivityStore_1.1604.4.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ConnectivityStore/MSWifiResources/AppStoreName}","Allow","True","Any"
"{A926F269-1121-41E5-BD50-003E2909DEE4}","Candy Crush Soda Saga","Allow","True","Any"
"{EA8E3D4B-D526-4AEC-9AA8-F5AA3850F082}","@{Microsoft.Appconnector_1.3.3.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.Appconnector/Resources/ConnectorStubTitle}","Allow","True","Any"
"{C48564E4-D4F9-4F72-BD29-CFF41EB6C60E}","@{Windows.PurchaseDialog_6.2.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.PurchaseDialog/resources/DisplayName}","Allow","True","Any"
"{12E80F52-63F1-4996-AB8F-9D1D6A7EDC30}","@{Windows.ContactSupport_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.ContactSupport/Resources/appDisplayName}","Allow","True","Any"
"{4BD63C2D-735B-4580-8840-5B6F0C6EC32A}","@{Windows.ContactSupport_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.ContactSupport/Resources/appDisplayName}","Allow","True","Any"
"{DAFFA0E3-F9D0-48B8-B0CF-9B6C55F45BF3}","@{Microsoft.XboxIdentityProvider_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxIdentityProvider/Resources/PkgDisplayName}","Allow","True","Any"
"{12059E0C-C8BD-419C-B3D2-19CE5B5B0754}","@{Microsoft.XboxGameCallableUI_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxGameCallableUI/resources/PkgDisplayName}","Allow","True","Any"
"{EB38458E-75CF-479B-B2D0-6E64E2F8E971}","@{Microsoft.WindowsFeedback_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.WindowsFeedback/FeedbackApp.Resources/AppName/Text}","Allow","True","Any"
"{8612C899-FEA1-4A10-A351-85B10A1EB463}","@{Microsoft.Windows.ParentalControls_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ParentalControls/resources/DisplayName}","Allow","True","Any"
"{8638B565-28DF-4F1C-AF08-DEC97215B948}","@{Microsoft.Windows.FeatureOnDemand.InsiderHub_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.FeatureOnDemand.InsiderHub/Resources/AppStoreName}","Allow","True","Domain, Private"
"{23531795-EC39-4378-817F-11AB4192A2BB}","@{Microsoft.Windows.FeatureOnDemand.InsiderHub_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.FeatureOnDemand.InsiderHub/Resources/AppStoreName}","Allow","True","Any"
"{61DE229B-3F4A-4C36-B121-D68F492CE634}","@{Microsoft.Windows.ContentDeliveryManager_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName}","Allow","True","Any"
"{E1D54E3C-CD05-4A47-8BAB-24C02F1143F3}","@{Microsoft.MicrosoftEdge_25.10586.0.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftEdge/Resources/AppName}","Allow","True","Domain, Private"
"{FB9BA6AA-B81C-457B-90D3-5A6D6A301E8D}","@{Microsoft.MicrosoftEdge_25.10586.0.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftEdge/Resources/AppName}","Allow","True","Any"
"{35B7D809-FB97-4B47-BE9F-02577A106A3E}","@{Microsoft.LockApp_10.0.10586.0_neutral__cw5n1h2txyewy?ms-resource://Microsoft.LockApp/resources/AppDisplayName}","Allow","True","Any"
