#TYPE Microsoft.Management.Infrastructure.CimInstance#root/standardcimv2/MSFT_NetProtocolPortFilter
"Protocol","LocalPort","RemotePort","IcmpType","DynamicTarget","DynamicTransport","Caption","Description","ElementName","InstanceID","CommunicationStatus","DetailedStatus","HealthState","InstallDate","Name","OperatingStatus","OperationalStatus","PrimaryStatus","Status","StatusDescriptions","CreationClassName","IsNegated","SystemCreationClassName","SystemName","PSComputerName"
"TCP","5985","Any","Any","Any","Any",,,"","WINRM-HTTP-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WINRM-HTTP-In-TCP",,"","",
"TCP","80","Any","Any","Any","Any",,,"","WINRM-HTTP-Compat-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WINRM-HTTP-Compat-In-TCP-NoScope",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","CDPSvc-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|CDPSvc-Out-UDP",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","RVM-VDS-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RVM-VDS-In-TCP-NoScope",,"","",
"TCP","80","Any","Any","Any","Any",,,"","WINRM-HTTP-Compat-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WINRM-HTTP-Compat-In-TCP",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","RVM-VDSLDR-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RVM-VDSLDR-In-TCP-NoScope",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","RVM-RPCSS-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RVM-RPCSS-In-TCP-NoScope",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","RVM-VDS-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RVM-VDS-In-TCP",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","RVM-VDSLDR-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RVM-VDSLDR-In-TCP",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","RVM-RPCSS-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RVM-RPCSS-In-TCP",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","RemoteTask-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteTask-In-TCP",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","RemoteTask-RPCSS-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteTask-RPCSS-In-TCP-NoScope",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","RemoteTask-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteTask-In-TCP-NoScope",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","RemoteTask-RPCSS-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteTask-RPCSS-In-TCP",,"","",
"UDP","5353","Any","Any","Any","Any",,,"","MDNS-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MDNS-Out-UDP",,"","",
"UDP","1900","Any","Any","Any","Any",,,"","MCX-SSDPSrv-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-SSDPSrv-In-UDP",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","MDNS-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MDNS-In-UDP",,"","",
"UDP","Any","1900","Any","Any","Any",,,"","MCX-SSDPSrv-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-SSDPSrv-Out-UDP",,"","",
"TCP","554 8554 8555 8556 8557 8558","Any","Any","Any","Any",,,"","MCX-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-In-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","MCX-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-Out-TCP",,"","",
"UDP","Any","2177","Any","Any","Any",,,"","MCX-QWave-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-QWave-Out-UDP",,"","",
"UDP","2177","Any","Any","Any","Any",,,"","MCX-QWave-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-QWave-In-UDP",,"","",
"TCP","Any","2177","Any","Any","Any",,,"","MCX-QWave-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-QWave-Out-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","MCX-MCX2SVC-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-MCX2SVC-Out-TCP",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","MCX-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-Out-UDP",,"","",
"TCP","2177","Any","Any","Any","Any",,,"","MCX-QWave-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-QWave-In-TCP",,"","",
"UDP","7777 7778 7779 7780 7781 5004 5005 50004 50005 50006 50007 50008 50009 50010 50011 50012 50013","Any","Any","Any","Any",,,"","MCX-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-In-UDP",,"","",
"TCP","3390","Any","Any","Any","Any",,,"","MCX-TERMSRV-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-TERMSRV-In-TCP",,"","",
"TCP","10244","Any","Any","Any","Any",,,"","MCX-HTTPSTR-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-HTTPSTR-In-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","MCX-Prov-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-Prov-Out-TCP",,"","",
"TCP","2869","Any","Any","Any","Any",,,"","MCX-PlayTo-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-PlayTo-In-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","MCX-PlayTo-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-PlayTo-Out-TCP",,"","",
"UDP","1900","Any","Any","Any","Any",,,"","MCX-PlayTo-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-PlayTo-Out-UDP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","MCX-McrMgr-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-McrMgr-Out-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","MCX-FDPHost-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MCX-FDPHost-Out-TCP",,"","",
"TCP","3389","Any","Any","Any","Any",,,"","RemoteDesktop-UserMode-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteDesktop-UserMode-In-TCP",,"","",
"UDP","3389","Any","Any","Any","Any",,,"","RemoteDesktop-UserMode-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteDesktop-UserMode-In-UDP",,"","",
"TCP","Any","15740","Any","Any","Any",,,"","WPDMTP-Out-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WPDMTP-Out-TCP-NoScope",,"","",
"UDP","Any","1900","Any","Any","Any",,,"","WPDMTP-SSDPSrv-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WPDMTP-SSDPSrv-Out-UDP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","RemoteDesktop-Shadow-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteDesktop-Shadow-In-TCP",,"","",
"TCP","1688","Any","Any","Any","Any",,,"","SPPSVC-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|SPPSVC-In-TCP",,"","",
"TCP","1688","Any","Any","Any","Any",,,"","SPPSVC-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|SPPSVC-In-TCP-NoScope",,"","",
"UDP","1900","Any","Any","Any","Any",,,"","WPDMTP-SSDPSrv-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WPDMTP-SSDPSrv-In-UDP",,"","",
"TCP","2869","Any","Any","Any","Any",,,"","WPDMTP-UPnPHost-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WPDMTP-UPnPHost-In-TCP",,"","",
"TCP","Any","2869","Any","Any","Any",,,"","WPDMTP-UPnPHost-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WPDMTP-UPnPHost-Out-TCP",,"","",
"TCP","Any","15740","Any","Any","Any",,,"","WPDMTP-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WPDMTP-Out-TCP",,"","",
"TCP","Any","2869","Any","Any","Any",,,"","WPDMTP-UPnP-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WPDMTP-UPnP-Out-TCP",,"","",
"TCP","80","Any","Any","Any","Any",,,"","Microsoft-Windows-PeerDist-HttpTrans-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-HttpTrans-In",,"","",
"TCP","Any","80","Any","Any","Any",,,"","Microsoft-Windows-PeerDist-HttpTrans-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-HttpTrans-Out",,"","",
"UDP","3702","Any","Any","Any","Any",,,"","Microsoft-Windows-PeerDist-WSD-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-WSD-In",,"","",
"UDP","Any","3702","Any","Any","Any",,,"","Microsoft-Windows-PeerDist-WSD-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-WSD-Out",,"","",
"TCP","80 443","Any","Any","Any","Any",,,"","Microsoft-Windows-PeerDist-HostedServer-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-HostedServer-In",,"","",
"TCP","Any","80 443","Any","Any","Any",,,"","Microsoft-Windows-PeerDist-HostedClient-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-HostedClient-Out",,"","",
"TCP","80","Any","Any","Any","Any",,,"","IIS-WebServerRole-HTTP-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|IIS-WebServerRole-HTTP-In-TCP",,"","",
"TCP","80 443","Any","Any","Any","Any",,,"","Microsoft-Windows-PeerDist-HostedServer-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-PeerDist-HostedServer-Out",,"","",
"TCP","443","Any","Any","Any","Any",,,"","IIS-WebServerRole-HTTPS-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|IIS-WebServerRole-HTTPS-In-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","VIRT-WMI-WINMGMT-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRT-WMI-WINMGMT-In-TCP-NoScope",,"","",
"TCP","135","Any","Any","Any","Any",,,"","VIRT-WMI-RPCSS-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRT-WMI-RPCSS-In-TCP-NoScope",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","VIRT-VMMS-RPC-EPMAP-In-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRT-VMMS-RPC-EPMAP-In-NoScope",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","VIRT-WMI-ASYNC-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRT-WMI-ASYNC-In-TCP-NoScope",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","VIRT-WMI-WINMGMT-Out-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRT-WMI-WINMGMT-Out-TCP-NoScope",,"","",
"TCP","2179","Any","Any","Any","Any",,,"","VIRT-REMOTEDESKTOP-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRT-REMOTEDESKTOP-In-TCP-NoScope",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","VIRT-VMMS-RPC-In-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRT-VMMS-RPC-In-NoScope",,"","",
"TCP","80","Any","Any","Any","Any",,,"","VIRT-HVRHTTPL-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRT-HVRHTTPL-In-TCP-NoScope",,"","",
"TCP","6600","Any","Any","Any","Any",,,"","VIRT-MIGL-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRT-MIGL-In-TCP-NoScope",,"","",
"TCP","443","Any","Any","Any","Any",,,"","VIRT-HVRHTTPSL-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRT-HVRHTTPSL-In-TCP-NoScope",,"","",
"TCP","135","Any","Any","Any","Any",,,"","VIRTCL-WMI-RPCSS-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRTCL-WMI-RPCSS-In-TCP-NoScope",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","VIRTCL-WMI-WINMGMT-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRTCL-WMI-WINMGMT-In-TCP-NoScope",,"","",
"UDP","Any","3702","Any","Any","Any",,,"","NETDIS-FDRESPUB-WSD-Out-UDP_1",,,,,"",,,,,,"MSFT|FW|FirewallRule|NETDIS-FDRESPUB-WSD-Out-UDP_1",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","VIRTCL-WMI-WINMGMT-Out-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRTCL-WMI-WINMGMT-Out-TCP-NoScope",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","VIRTCL-WMI-ASYNC-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|VIRTCL-WMI-ASYNC-In-TCP-NoScope",,"","",
"UDP","Any","5355","Any","Any","Any",,,"","NETDIS-LLMNR-Out-UDP_1",,,,,"",,,,,,"MSFT|FW|FirewallRule|NETDIS-LLMNR-Out-UDP_1",,"","",
"UDP","3702","Any","Any","Any","Any",,,"","NETDIS-FDRESPUB-WSD-In-UDP_1",,,,,"",,,,,,"MSFT|FW|FirewallRule|NETDIS-FDRESPUB-WSD-In-UDP_1",,"","",
"UDP","5355","Any","Any","Any","Any",,,"","NETDIS-LLMNR-In-UDP_1",,,,,"",,,,,,"MSFT|FW|FirewallRule|NETDIS-LLMNR-In-UDP_1",,"","",
"UDP","Any","3702","Any","Any","Any",,,"","NETDIS-FDPHOST-Out-UDP_1",,,,,"",,,,,,"MSFT|FW|FirewallRule|NETDIS-FDPHOST-Out-UDP_1",,"","",
"TCP","Any","2869","Any","Any","Any",,,"","NETDIS-UPnP-Out-TCP_1",,,,,"",,,,,,"MSFT|FW|FirewallRule|NETDIS-UPnP-Out-TCP_1",,"","",
"UDP","3702","Any","Any","Any","Any",,,"","NETDIS-DAS-In-UDP_1",,,,,"",,,,,,"MSFT|FW|FirewallRule|NETDIS-DAS-In-UDP_1",,"","",
"UDP","3702","Any","Any","Any","Any",,,"","NETDIS-FDPHOST-In-UDP_1",,,,,"",,,,,,"MSFT|FW|FirewallRule|NETDIS-FDPHOST-In-UDP_1",,"","",
"UDP","1900","Any","Any","Any","Any",,,"","NETDIS-SSDPSrv-In-UDP_1",,,,,"",,,,,,"MSFT|FW|FirewallRule|NETDIS-SSDPSrv-In-UDP_1",,"","",
"UDP","Any","1900","Any","Any","Any",,,"","NETDIS-SSDPSrv-Out-UDP_1",,,,,"",,,,,,"MSFT|FW|FirewallRule|NETDIS-SSDPSrv-Out-UDP_1",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{24DF3FD0-7380-4D0C-BDEA-E4E71B71CCE0}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{24DF3FD0-7380-4D0C-BDEA-E4E71B71CCE0}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{F14E75C4-3EFC-462E-AD4C-9B27A8F6AAD9}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F14E75C4-3EFC-462E-AD4C-9B27A8F6AAD9}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{0FAE97E2-817A-4A00-9C27-8C6E5C5C8959}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{0FAE97E2-817A-4A00-9C27-8C6E5C5C8959}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{15F32C6A-050D-4134-B34B-D2A395CF2F7D}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{15F32C6A-050D-4134-B34B-D2A395CF2F7D}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{87EA0B7D-3263-4DF2-9E64-1C51E69B2C3F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{87EA0B7D-3263-4DF2-9E64-1C51E69B2C3F}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{48F13693-4CA1-4C87-AFE4-DA7187AC2271}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{48F13693-4CA1-4C87-AFE4-DA7187AC2271}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{1514BD0E-E6C8-47A2-9F05-5B4EC3D46762}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{1514BD0E-E6C8-47A2-9F05-5B4EC3D46762}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{CF0A7D94-F48D-456B-B62D-CD1C0A7CD614}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{CF0A7D94-F48D-456B-B62D-CD1C0A7CD614}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{5B9B8C12-5928-4B0B-BD1D-79EE54CCDBC6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{5B9B8C12-5928-4B0B-BD1D-79EE54CCDBC6}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{80063DB1-AAA2-4EEE-AFD3-B65822832EE5}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{80063DB1-AAA2-4EEE-AFD3-B65822832EE5}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{7E951345-A86E-409D-A638-DA934954ABEC}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{7E951345-A86E-409D-A638-DA934954ABEC}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{B8CED04B-AD81-4456-BF8E-3A87D3040A4C}C:\program files\autodesk\showcase 2017\bin\showcase.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{B8CED04B-AD81-4456-BF8E-3A87D3040A4C}C:\program files\autodesk\showcase 2017\bin\showcase.exe",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{10740361-BB9C-4484-95C9-D6DFFF39BB49}C:\program files\autodesk\showcase 2017\bin\showcase.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{10740361-BB9C-4484-95C9-D6DFFF39BB49}C:\program files\autodesk\showcase 2017\bin\showcase.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{36AEB684-4EA0-4183-A3D3-321520E4B657}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{36AEB684-4EA0-4183-A3D3-321520E4B657}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{242C5F1E-F1BF-4EDA-A1BD-5C60FF8A7C1F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{242C5F1E-F1BF-4EDA-A1BD-5C60FF8A7C1F}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{2B0E5F39-57FF-4FDD-8C13-1D8DBDB8EAE5}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{2B0E5F39-57FF-4FDD-8C13-1D8DBDB8EAE5}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{E134FFB4-33CB-47CB-A145-78488DC0279F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E134FFB4-33CB-47CB-A145-78488DC0279F}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{207BBA2E-8A32-4BAD-ABD6-E9E00C9CB833}C:\program files\ditto\ditto.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{207BBA2E-8A32-4BAD-ABD6-E9E00C9CB833}C:\program files\ditto\ditto.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{0FBB4356-8BCE-46CB-9226-099680C1B27F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{0FBB4356-8BCE-46CB-9226-099680C1B27F}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{096B10AF-C27E-4350-87B8-918B036DA389}C:\program files\ditto\ditto.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{096B10AF-C27E-4350-87B8-918B036DA389}C:\program files\ditto\ditto.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{7603B581-D761-4998-BA8F-C6C2D8E90AA4}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{7603B581-D761-4998-BA8F-C6C2D8E90AA4}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{53EC648D-75FF-4E27-9B89-C3D68F7A2DDE}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{53EC648D-75FF-4E27-9B89-C3D68F7A2DDE}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{FEACDD39-FBFD-4C72-A50D-A6DDD898B2D2}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{FEACDD39-FBFD-4C72-A50D-A6DDD898B2D2}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{484B005A-9696-4E0B-A86A-4869D7255225}C:\program files\ditto\ditto.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{484B005A-9696-4E0B-A86A-4869D7255225}C:\program files\ditto\ditto.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{CE30C9D0-2705-4BD6-B070-5396B6831E9F}C:\program files\ditto\ditto.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{CE30C9D0-2705-4BD6-B070-5396B6831E9F}C:\program files\ditto\ditto.exe",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{4F2F3E27-51C7-45A6-9F18-975D9952DD50}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{4F2F3E27-51C7-45A6-9F18-975D9952DD50}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{B5F86815-8B03-44FD-82A0-855FFC10BB8E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{B5F86815-8B03-44FD-82A0-855FFC10BB8E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{158D6EDD-0CCC-4C73-8785-A6F8FC82EADC}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{158D6EDD-0CCC-4C73-8785-A6F8FC82EADC}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{23FFBA33-C264-402F-9531-043B529067F8}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{23FFBA33-C264-402F-9531-043B529067F8}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{542BC8B2-C1AF-43F3-97E6-5A88BF48F117}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{542BC8B2-C1AF-43F3-97E6-5A88BF48F117}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{95330B03-4F5B-4FD4-9D2C-6E21D166850E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{95330B03-4F5B-4FD4-9D2C-6E21D166850E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{BE739306-076E-4A59-87B8-2840E32F4BD2}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{BE739306-076E-4A59-87B8-2840E32F4BD2}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{0A5F39BF-D04C-48DF-90A6-2FC63828D35B}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{0A5F39BF-D04C-48DF-90A6-2FC63828D35B}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{85C52475-3B7B-4C3B-B87E-7159B2D27155}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{85C52475-3B7B-4C3B-B87E-7159B2D27155}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{45DB3F88-530B-42AA-B197-E3B928906B24}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{45DB3F88-530B-42AA-B197-E3B928906B24}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{ACBA1D8E-D28F-470C-B8F2-9416464579ED}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{ACBA1D8E-D28F-470C-B8F2-9416464579ED}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{6E998BB5-EC71-4E19-89E6-3F5577992E1C}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{6E998BB5-EC71-4E19-89E6-3F5577992E1C}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{6D6B0A8F-F6DA-4D56-83C4-A942A9AD84C2}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{6D6B0A8F-F6DA-4D56-83C4-A942A9AD84C2}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{A37E10E9-BA19-4C28-9343-65CE07CCFA17}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{A37E10E9-BA19-4C28-9343-65CE07CCFA17}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{3B6C491C-1FBD-4F54-A052-84702B4726DA}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{3B6C491C-1FBD-4F54-A052-84702B4726DA}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{67EADF0E-D9CB-4220-8B89-37A4075948C7}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{67EADF0E-D9CB-4220-8B89-37A4075948C7}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{720B141A-7DCA-47DC-977F-4EC70CD3D6C0}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{720B141A-7DCA-47DC-977F-4EC70CD3D6C0}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{E544B2DB-985E-47EA-8E9A-B8373D6578A1}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E544B2DB-985E-47EA-8E9A-B8373D6578A1}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{2631EB44-AB34-4120-AA44-BED4ACAF631D}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{2631EB44-AB34-4120-AA44-BED4ACAF631D}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{F6B4D040-11B7-4C62-A1FC-3E16B09E212F}C:\program files\ditto\ditto.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{F6B4D040-11B7-4C62-A1FC-3E16B09E212F}C:\program files\ditto\ditto.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{F3F236CD-08D0-4212-9209-2F2705178C85}C:\program files\ditto\ditto.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{F3F236CD-08D0-4212-9209-2F2705178C85}C:\program files\ditto\ditto.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{8B67F9D7-541B-4BB6-833C-94472D0C5E4E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{8B67F9D7-541B-4BB6-833C-94472D0C5E4E}",,"","",
