#TYPE Microsoft.Management.Infrastructure.CimInstance#root/standardcimv2/MSFT_NetProtocolPortFilter
"Protocol","LocalPort","RemotePort","IcmpType","DynamicTarget","DynamicTransport","Caption","Description","ElementName","InstanceID","CommunicationStatus","DetailedStatus","HealthState","InstallDate","Name","OperatingStatus","OperationalStatus","PrimaryStatus","Status","StatusDescriptions","CreationClassName","IsNegated","SystemCreationClassName","SystemName","PSComputerName"
"TCP","Any","Any","Any","Any","Any",,,"","TPMVSCMGR-Server-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|TPMVSCMGR-Server-Out-TCP",,"","",
"TCP","443","Any","Any","Any","Any",,,"","SSTP-IN-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|SSTP-IN-TCP",,"","",
"UDP","Any","3540","Any","Any","Any",,,"","Microsoft-Windows-HomeGroup-ProvSvc-UDP3540-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-HomeGroup-ProvSvc-UDP3540-Out",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","RemoteAssistance-In-TCP-EdgeScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-In-TCP-EdgeScope",,"","",
"UDP","3540","Any","Any","Any","Any",,,"","Microsoft-Windows-HomeGroup-ProvSvc-UDP3540-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-HomeGroup-ProvSvc-UDP3540-In",,"","",
"UDP","3540","Any","Any","Any","Any",,,"","RemoteAssistance-PnrpSvc-UDP-In-EdgeScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-PnrpSvc-UDP-In-EdgeScope",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","RemoteAssistance-RAServer-In-TCP-NoScope-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-RAServer-In-TCP-NoScope-Active",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","RemoteAssistance-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-Out-TCP",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","RemoteAssistance-PnrpSvc-UDP-OUT",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-PnrpSvc-UDP-OUT",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","RemoteAssistance-RAServer-Out-TCP-NoScope-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-RAServer-Out-TCP-NoScope-Active",,"","",
"TCP","135","Any","Any","Any","Any",,,"","RemoteAssistance-DCOM-In-TCP-NoScope-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-DCOM-In-TCP-NoScope-Active",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","RemoteAssistance-In-TCP-EdgeScope-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-In-TCP-EdgeScope-Active",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","RemoteAssistance-Out-TCP-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-Out-TCP-Active",,"","",
"TCP","2869","Any","Any","Any","Any",,,"","RemoteAssistance-SSDPSrv-In-TCP-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-SSDPSrv-In-TCP-Active",,"","",
"UDP","Any","1900","Any","Any","Any",,,"","RemoteAssistance-SSDPSrv-Out-UDP-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-SSDPSrv-Out-UDP-Active",,"","",
"UDP","1900","Any","Any","Any","Any",,,"","RemoteAssistance-SSDPSrv-In-UDP-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-SSDPSrv-In-UDP-Active",,"","",
"UDP","3540","Any","Any","Any","Any",,,"","RemoteAssistance-PnrpSvc-UDP-In-EdgeScope-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-PnrpSvc-UDP-In-EdgeScope-Active",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","RemoteAssistance-SSDPSrv-Out-TCP-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-SSDPSrv-Out-TCP-Active",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","Collab-P2PHost-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|Collab-P2PHost-In-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","Collab-P2PHost-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|Collab-P2PHost-Out-TCP",,"","",
"UDP","3702","Any","Any","Any","Any",,,"","Collab-P2PHost-WSD-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|Collab-P2PHost-WSD-In-UDP",,"","",
"UDP","3540","Any","Any","Any","Any",,,"","Collab-PNRP-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|Collab-PNRP-In-UDP",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","RemoteAssistance-PnrpSvc-UDP-OUT-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteAssistance-PnrpSvc-UDP-OUT-Active",,"","",
"UDP","Any","3702","Any","Any","Any",,,"","Collab-P2PHost-WSD-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|Collab-P2PHost-WSD-Out-UDP",,"","",
"UDP","Any","3540","Any","Any","Any",,,"","Collab-PNRP-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|Collab-PNRP-Out-UDP",,"","",
"UDP","1900","Any","Any","Any","Any",,,"","Collab-PNRP-SSDPSrv-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|Collab-PNRP-SSDPSrv-In-UDP",,"","",
"UDP","Any","1900","Any","Any","Any",,,"","Collab-PNRP-SSDPSrv-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|Collab-PNRP-SSDPSrv-Out-UDP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","MSDTC-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|MSDTC-In-TCP-NoScope",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","MSDTC-Out-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|MSDTC-Out-TCP-NoScope",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","MSDTC-KTMRM-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|MSDTC-KTMRM-In-TCP-NoScope",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","MSDTC-RPCSS-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|MSDTC-RPCSS-In-TCP-NoScope",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","MSDTC-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MSDTC-Out-TCP",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","MSDTC-KTMRM-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MSDTC-KTMRM-In-TCP",,"","",
"UDP","Any","2177","Any","Any","Any",,,"","WMPNSS-QWave-Out-UDP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-QWave-Out-UDP-NoScope",,"","",
"TCP","2177","Any","Any","Any","Any",,,"","WMPNSS-QWave-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-QWave-In-TCP-NoScope",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","MSDTC-RPCSS-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MSDTC-RPCSS-In-TCP",,"","",
"TCP","10247","Any","Any","Any","Any",,,"","DIAL-Protocol-Server-HTTPSTR-In-TCP-LocalSubnetScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|DIAL-Protocol-Server-HTTPSTR-In-TCP-LocalSubnetScope",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","MSDTC-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|MSDTC-In-TCP",,"","",
"TCP","10247","Any","Any","Any","Any",,,"","DIAL-Protocol-Server-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|DIAL-Protocol-Server-In-TCP-NoScope",,"","",
"UDP","2177","Any","Any","Any","Any",,,"","WMPNSS-QWave-In-UDP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-QWave-In-UDP-NoScope",,"","",
"TCP","Any","2177","Any","Any","Any",,,"","WMPNSS-QWave-Out-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-QWave-Out-TCP-NoScope",,"","",
"TCP","10243","Any","Any","Any","Any",,,"","WMPNSS-HTTPSTR-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-HTTPSTR-In-TCP-NoScope",,"","",
"TCP","Any","10243","Any","Any","Any",,,"","WMPNSS-HTTPSTR-Out-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-HTTPSTR-Out-TCP-NoScope",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","WMPNSS-WMP-In-UDP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-WMP-In-UDP-NoScope",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","WMPNSS-WMP-Out-UDP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-WMP-Out-UDP-NoScope",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","WMPNSS-WMP-Out-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-WMP-Out-TCP-NoScope",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","WMPNSS-In-UDP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-In-UDP-NoScope",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","WMPNSS-Out-UDP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-Out-UDP-NoScope",,"","",
"UDP","2177","Any","Any","Any","Any",,,"","WMPNSS-QWave-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-QWave-In-UDP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","WMPNSS-Out-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-Out-TCP-NoScope",,"","",
"UDP","Any","2177","Any","Any","Any",,,"","WMPNSS-QWave-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-QWave-Out-UDP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","WMPNSS-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-In-TCP-NoScope",,"","",
"TCP","Any","2177","Any","Any","Any",,,"","WMPNSS-QWave-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-QWave-Out-TCP",,"","",
"TCP","2177","Any","Any","Any","Any",,,"","WMPNSS-QWave-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-QWave-In-TCP",,"","",
"UDP","1900","Any","Any","Any","Any",,,"","WMPNSS-SSDPSrv-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-SSDPSrv-In-UDP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","WMPNSS-UPnPHost-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-UPnPHost-Out-TCP",,"","",
"UDP","Any","1900","Any","Any","Any",,,"","WMPNSS-SSDPSrv-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-SSDPSrv-Out-UDP",,"","",
"TCP","2869","Any","Any","Any","Any",,,"","WMPNSS-UPnPHost-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-UPnPHost-In-TCP",,"","",
"TCP","Any","10243","Any","Any","Any",,,"","WMPNSS-HTTPSTR-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-HTTPSTR-Out-TCP",,"","",
"TCP","10243","Any","Any","Any","Any",,,"","WMPNSS-HTTPSTR-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-HTTPSTR-In-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","WMPNSS-WMP-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-WMP-Out-TCP",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","WMPNSS-WMP-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-WMP-Out-UDP",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","WMPNSS-WMP-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-WMP-In-UDP",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","WMPNSS-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-In-UDP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","WMPNSS-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-Out-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","WMPNSS-UPnP-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-UPnP-Out-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","WMPNSS-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-In-TCP",,"","",
"TCP","10245","Any","Any","Any","Any",,,"","WMPNSS-RME-HTTP-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-RME-HTTP-In-TCP",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","WMPNSS-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|WMPNSS-Out-UDP",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","RemoteEventLogSvc-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteEventLogSvc-In-TCP-NoScope",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","RemoteEventLogSvc-RPCSS-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteEventLogSvc-RPCSS-In-TCP-NoScope",,"","",
"TCP","445","Any","Any","Any","Any",,,"","RemoteEventLogSvc-NP-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteEventLogSvc-NP-In-TCP-NoScope",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","RemoteEventLogSvc-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteEventLogSvc-In-TCP",,"","",
"Any","Any","Any","Any","WifiDirectPrinting","WifiDirectPrinting",,,"","WFDPRINT-DAFWSD-In-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|WFDPRINT-DAFWSD-In-Active",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","RemoteEventLogSvc-RPCSS-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteEventLogSvc-RPCSS-In-TCP",,"","",
"TCP","445","Any","Any","Any","Any",,,"","RemoteEventLogSvc-NP-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteEventLogSvc-NP-In-TCP",,"","",
"Any","Any","Any","Any","WifiDirectPrinting","WifiDirectPrinting",,,"","WFDPRINT-DAFWSD-Out-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|WFDPRINT-DAFWSD-Out-Active",,"","",
"Any","Any","Any","Any","WifiDirectPrinting","WifiDirectPrinting",,,"","WFDPRINT-SPOOL-In-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|WFDPRINT-SPOOL-In-Active",,"","",
"Any","Any","Any","Any","WifiDirectPrinting","WifiDirectPrinting",,,"","WFDPRINT-SCAN-In-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|WFDPRINT-SCAN-In-Active",,"","",
"Any","Any","Any","Any","WifiDirectPrinting","WifiDirectPrinting",,,"","WFDPRINT-SCAN-Out-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|WFDPRINT-SCAN-Out-Active",,"","",
"Any","Any","Any","Any","WifiDirectPrinting","WifiDirectPrinting",,,"","WFDPRINT-SPOOL-Out-Active",,,,,"",,,,,,"MSFT|FW|FirewallRule|WFDPRINT-SPOOL-Out-Active",,"","",
"47","Any","Any","Any","Any","Any",,,"","RRAS-GRE-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|RRAS-GRE-Out",,"","",
"UDP","1701","Any","Any","Any","Any",,,"","RRAS-L2TP-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RRAS-L2TP-In-UDP",,"","",
"UDP","Any","1701","Any","Any","Any",,,"","RRAS-L2TP-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RRAS-L2TP-Out-UDP",,"","",
"47","Any","Any","Any","Any","Any",,,"","RRAS-GRE-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|RRAS-GRE-In",,"","",
"TCP","1723","Any","Any","Any","Any",,,"","RRAS-PPTP-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RRAS-PPTP-In-TCP",,"","",
"TCP","Any","1723","Any","Any","Any",,,"","RRAS-PPTP-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RRAS-PPTP-Out-TCP",,"","",
"UDP","7235","7235","Any","Any","Any",,,"","Microsoft-Windows-WLANSvc-ASP-CP-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-WLANSvc-ASP-CP-In",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","RemoteSvcAdmin-RPCSS-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteSvcAdmin-RPCSS-In-TCP-NoScope",,"","",
"UDP","7235","7235","Any","Any","Any",,,"","Microsoft-Windows-WLANSvc-ASP-CP-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|Microsoft-Windows-WLANSvc-ASP-CP-Out",,"","",
"TCP","445","Any","Any","Any","Any",,,"","RemoteSvcAdmin-NP-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteSvcAdmin-NP-In-TCP-NoScope",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","RemoteSvcAdmin-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteSvcAdmin-In-TCP",,"","",
"TCP","RPC","Any","Any","Any","Any",,,"","RemoteSvcAdmin-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteSvcAdmin-In-TCP-NoScope",,"","",
"TCP","445","Any","Any","Any","Any",,,"","RemoteSvcAdmin-NP-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteSvcAdmin-NP-In-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","PerfLogsAlerts-PLASrv-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|PerfLogsAlerts-PLASrv-In-TCP-NoScope",,"","",
"TCP","135","Any","Any","Any","Any",,,"","PerfLogsAlerts-DCOM-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|PerfLogsAlerts-DCOM-In-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","PerfLogsAlerts-PLASrv-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|PerfLogsAlerts-PLASrv-In-TCP",,"","",
"TCP","RPCEPMap","Any","Any","Any","Any",,,"","RemoteSvcAdmin-RPCSS-In-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|RemoteSvcAdmin-RPCSS-In-TCP",,"","",
"TCP","135","Any","Any","Any","Any",,,"","PerfLogsAlerts-DCOM-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|PerfLogsAlerts-DCOM-In-TCP-NoScope",,"","",
"ICMPv6","RPC","Any","1","Any","Any",,,"","CoreNet-ICMP6-DU-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-DU-In",,"","",
"ICMPv6","RPC","Any","2","Any","Any",,,"","CoreNet-ICMP6-PTB-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-PTB-Out",,"","",
"ICMPv6","RPC","Any","2","Any","Any",,,"","CoreNet-ICMP6-PTB-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-PTB-In",,"","",
"ICMPv6","RPC","Any","3","Any","Any",,,"","CoreNet-ICMP6-TE-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-TE-In",,"","",
"ICMPv6","RPC","Any","4","Any","Any",,,"","CoreNet-ICMP6-PP-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-PP-In",,"","",
"ICMPv6","RPC","Any","4","Any","Any",,,"","CoreNet-ICMP6-PP-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-PP-Out",,"","",
"ICMPv6","RPC","Any","3","Any","Any",,,"","CoreNet-ICMP6-TE-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-TE-Out",,"","",
"ICMPv6","RPC","Any","135","Any","Any",,,"","CoreNet-ICMP6-NDS-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-NDS-In",,"","",
"ICMPv6","RPC","Any","136","Any","Any",,,"","CoreNet-ICMP6-NDA-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-NDA-In",,"","",
"ICMPv6","RPC","Any","134","Any","Any",,,"","CoreNet-ICMP6-RA-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-RA-Out",,"","",
"ICMPv6","RPC","Any","135","Any","Any",,,"","CoreNet-ICMP6-NDS-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-NDS-Out",,"","",
"ICMPv6","RPC","Any","133","Any","Any",,,"","CoreNet-ICMP6-RS-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-RS-In",,"","",
"ICMPv6","RPC","Any","136","Any","Any",,,"","CoreNet-ICMP6-NDA-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-NDA-Out",,"","",
"ICMPv6","RPC","Any","134","Any","Any",,,"","CoreNet-ICMP6-RA-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-RA-In",,"","",
"ICMPv6","RPC","Any","133","Any","Any",,,"","CoreNet-ICMP6-RS-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-RS-Out",,"","",
"ICMPv6","RPC","Any","130","Any","Any",,,"","CoreNet-ICMP6-LQ-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-LQ-In",,"","",
"ICMPv6","RPC","Any","130","Any","Any",,,"","CoreNet-ICMP6-LQ-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-LQ-Out",,"","",
"ICMPv6","RPC","Any","131","Any","Any",,,"","CoreNet-ICMP6-LR-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-LR-In",,"","",
"ICMPv6","RPC","Any","131","Any","Any",,,"","CoreNet-ICMP6-LR-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-LR-Out",,"","",
"ICMPv6","RPC","Any","143","Any","Any",,,"","CoreNet-ICMP6-LR2-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-LR2-Out",,"","",
"ICMPv6","RPC","Any","132","Any","Any",,,"","CoreNet-ICMP6-LD-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-LD-In",,"","",
"ICMPv6","RPC","Any","132","Any","Any",,,"","CoreNet-ICMP6-LD-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-LD-Out",,"","",
"ICMPv6","RPC","Any","143","Any","Any",,,"","CoreNet-ICMP6-LR2-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP6-LR2-In",,"","",
"ICMPv4","RPC","Any","3:4","Any","Any",,,"","CoreNet-ICMP4-DUFRAG-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-ICMP4-DUFRAG-In",,"","",
"2","Any","Any","Any","Any","Any",,,"","CoreNet-IGMP-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-IGMP-Out",,"","",
"UDP","68","67","Any","Any","Any",,,"","CoreNet-DHCP-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-DHCP-In",,"","",
"UDP","68","67","Any","Any","Any",,,"","CoreNet-DHCP-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-DHCP-Out",,"","",
"2","Any","Any","Any","Any","Any",,,"","CoreNet-IGMP-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-IGMP-In",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","CoreNet-Teredo-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-Teredo-Out",,"","",
"UDP","546","547","Any","Any","Any",,,"","CoreNet-DHCPV6-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-DHCPV6-Out",,"","",
"UDP","546","547","Any","Any","Any",,,"","CoreNet-DHCPV6-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-DHCPV6-In",,"","",
"UDP","Teredo","Any","Any","Any","Any",,,"","CoreNet-Teredo-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-Teredo-In",,"","",
"TCP","IPHTTPSIn","Any","Any","Any","Any",,,"","CoreNet-IPHTTPS-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-IPHTTPS-In",,"","",
"TCP","Any","IPHTTPSOut","Any","Any","Any",,,"","CoreNet-IPHTTPS-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-IPHTTPS-Out",,"","",
"41","Any","Any","Any","Any","Any",,,"","CoreNet-IPv6-Out",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-IPv6-Out",,"","",
"41","Any","Any","Any","Any","Any",,,"","CoreNet-IPv6-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-IPv6-In",,"","",
"TCP","Any","445","Any","Any","Any",,,"","CoreNet-GP-NP-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-GP-NP-Out-TCP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","CoreNet-GP-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-GP-Out-TCP",,"","",
"UDP","Any","53","Any","Any","Any",,,"","CoreNet-DNS-Out-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-DNS-Out-UDP",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","CoreNet-GP-LSASS-Out-TCP",,,,,"",,,,,,"MSFT|FW|FirewallRule|CoreNet-GP-LSASS-Out-TCP",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","CDPSvc-In-UDP",,,,,"",,,,,,"MSFT|FW|FirewallRule|CDPSvc-In-UDP",,"","",
"TCP","5985","Any","Any","Any","Any",,,"","WINRM-HTTP-In-TCP-NoScope",,,,,"",,,,,,"MSFT|FW|FirewallRule|WINRM-HTTP-In-TCP-NoScope",,"","",
